Product code,Bureau of Meteorology station number,Year,Month,Day,MaxTemp,Days of accumulation of maximum temperature,Quality
IDCJAC0010,86077,1984,5,6,14.2,1,Y
IDCJAC0010,86077,1984,5,7,15.3,1,Y
IDCJAC0010,86077,1984,5,8,15.5,1,Y
IDCJAC0010,86077,1984,5,9,17.6,1,Y
IDCJAC0010,86077,1984,5,10,18.7,1,Y
IDCJAC0010,86077,1984,5,11,17.8,1,Y
IDCJAC0010,86077,1984,5,12,16.1,1,Y
IDCJAC0010,86077,1984,5,13,15.9,1,Y
IDCJAC0010,86077,1984,5,14,16.7,1,Y
IDCJAC0010,86077,1984,5,15,18.2,1,Y
IDCJAC0010,86077,1984,5,16,19.2,1,Y
IDCJAC0010,86077,1984,5,17,21.5,1,Y
IDCJAC0010,86077,1984,5,18,21.3,1,Y
IDCJAC0010,86077,1984,5,19,20.9,1,Y
IDCJAC0010,86077,1984,5,20,20.2,1,Y
IDCJAC0010,86077,1984,5,21,19.1,1,Y
IDCJAC0010,86077,1984,5,22,17.2,1,Y
IDCJAC0010,86077,1984,5,23,15.3,1,Y
IDCJAC0010,86077,1984,5,24,14.6,1,Y
IDCJAC0010,86077,1984,5,25,15.5,1,Y
IDCJAC0010,86077,1984,5,26,18.2,1,Y
IDCJAC0010,86077,1984,5,27,18.5,1,Y
IDCJAC0010,86077,1984,5,28,16.5,1,Y
IDCJAC0010,86077,1984,5,29,15.4,1,Y
IDCJAC0010,86077,1984,5,30,19.3,1,Y
IDCJAC0010,86077,1984,5,31,21.4,1,Y
IDCJAC0010,86077,1984,6,1,14.6,1,Y
IDCJAC0010,86077,1984,6,2,16.7,1,Y
IDCJAC0010,86077,1984,6,3,16.2,1,Y
IDCJAC0010,86077,1984,6,4,17.6,1,Y
IDCJAC0010,86077,1984,6,5,17.9,1,Y
IDCJAC0010,86077,1984,6,6,19.4,1,Y
IDCJAC0010,86077,1984,6,7,19.6,1,Y
IDCJAC0010,86077,1984,6,8,15.4,1,Y
IDCJAC0010,86077,1984,6,9,14.3,1,Y
IDCJAC0010,86077,1984,6,10,12.9,1,Y
IDCJAC0010,86077,1984,6,11,13.7,1,Y
IDCJAC0010,86077,1984,6,12,13.7,1,Y
IDCJAC0010,86077,1984,6,13,16.1,1,Y
IDCJAC0010,86077,1984,6,14,17.4,1,Y
IDCJAC0010,86077,1984,6,15,18,1,Y
IDCJAC0010,86077,1984,6,16,15.7,1,Y
IDCJAC0010,86077,1984,6,17,14.1,1,Y
IDCJAC0010,86077,1984,6,18,12.6,1,Y
IDCJAC0010,86077,1984,6,19,12.7,1,Y
IDCJAC0010,86077,1984,6,20,13.2,1,Y
IDCJAC0010,86077,1984,6,21,14.2,1,Y
IDCJAC0010,86077,1984,6,22,15.7,1,Y
IDCJAC0010,86077,1984,6,23,15.6,1,Y
IDCJAC0010,86077,1984,6,24,14.4,1,Y
IDCJAC0010,86077,1984,6,25,14.3,1,Y
IDCJAC0010,86077,1984,6,26,12.8,1,Y
IDCJAC0010,86077,1984,6,27,11,1,Y
IDCJAC0010,86077,1984,6,28,11.9,1,Y
IDCJAC0010,86077,1984,6,29,13.2,1,Y
IDCJAC0010,86077,1984,6,30,12.8,1,Y
IDCJAC0010,86077,1984,7,1,13.7,1,Y
IDCJAC0010,86077,1984,7,2,10.6,1,Y
IDCJAC0010,86077,1984,7,3,7.7,1,Y
IDCJAC0010,86077,1984,7,4,12.8,1,Y
IDCJAC0010,86077,1984,7,5,13.1,1,Y
IDCJAC0010,86077,1984,7,6,12,1,Y
IDCJAC0010,86077,1984,7,7,11,1,Y
IDCJAC0010,86077,1984,7,8,16,1,Y
IDCJAC0010,86077,1984,7,9,12,1,Y
IDCJAC0010,86077,1984,7,10,15.3,1,Y
IDCJAC0010,86077,1984,7,11,15.5,1,Y
IDCJAC0010,86077,1984,7,12,14.4,1,Y
IDCJAC0010,86077,1984,7,13,11.1,1,Y
IDCJAC0010,86077,1984,7,14,11.3,1,Y
IDCJAC0010,86077,1984,7,15,10.6,1,Y
IDCJAC0010,86077,1984,7,16,15.2,1,Y
IDCJAC0010,86077,1984,7,17,13.9,1,Y
IDCJAC0010,86077,1984,7,18,14.4,1,Y
IDCJAC0010,86077,1984,7,19,10.7,1,Y
IDCJAC0010,86077,1984,7,20,12,1,Y
IDCJAC0010,86077,1984,7,21,12.4,1,Y
IDCJAC0010,86077,1984,7,22,11.2,1,Y
IDCJAC0010,86077,1984,7,23,13.8,1,Y
IDCJAC0010,86077,1984,7,24,15.1,1,Y
IDCJAC0010,86077,1984,7,25,14.2,1,Y
IDCJAC0010,86077,1984,7,26,14,1,Y
IDCJAC0010,86077,1984,7,27,11.9,1,Y
IDCJAC0010,86077,1984,7,28,11.7,1,Y
IDCJAC0010,86077,1984,7,29,12.3,1,Y
IDCJAC0010,86077,1984,7,30,13.7,1,Y
IDCJAC0010,86077,1984,7,31,15.4,1,Y
IDCJAC0010,86077,1984,8,1,16.7,1,Y
IDCJAC0010,86077,1984,8,2,15.8,1,Y
IDCJAC0010,86077,1984,8,3,17.8,1,Y
IDCJAC0010,86077,1984,8,4,17.7,1,Y
IDCJAC0010,86077,1984,8,5,11.3,1,Y
IDCJAC0010,86077,1984,8,6,18.1,1,Y
IDCJAC0010,86077,1984,8,7,18.4,1,Y
IDCJAC0010,86077,1984,8,8,17.5,1,Y
IDCJAC0010,86077,1984,8,9,14.9,1,Y
IDCJAC0010,86077,1984,8,10,13.3,1,Y
IDCJAC0010,86077,1984,8,11,12.8,1,Y
IDCJAC0010,86077,1984,8,12,13.3,1,Y
IDCJAC0010,86077,1984,8,13,12.8,1,Y
IDCJAC0010,86077,1984,8,14,12.8,1,Y
IDCJAC0010,86077,1984,8,15,12.8,1,Y
IDCJAC0010,86077,1984,8,16,12.8,1,Y
IDCJAC0010,86077,1984,8,17,15,1,Y
IDCJAC0010,86077,1984,8,18,12.6,1,Y
IDCJAC0010,86077,1984,8,19,14.6,1,Y
IDCJAC0010,86077,1984,8,20,14.6,1,Y
IDCJAC0010,86077,1984,8,21,13,1,Y
IDCJAC0010,86077,1984,8,22,17,1,Y
IDCJAC0010,86077,1984,8,23,15.9,1,Y
IDCJAC0010,86077,1984,8,24,18.7,1,Y
IDCJAC0010,86077,1984,8,25,13.3,1,Y
IDCJAC0010,86077,1984,8,26,16.7,1,Y
IDCJAC0010,86077,1984,8,27,12.7,1,Y
IDCJAC0010,86077,1984,8,28,12.5,1,Y
IDCJAC0010,86077,1984,8,29,13.8,1,Y
IDCJAC0010,86077,1984,8,30,17.2,1,Y
IDCJAC0010,86077,1984,8,31,19.8,1,Y
IDCJAC0010,86077,1984,9,1,17.1,1,Y
IDCJAC0010,86077,1984,9,2,17.6,1,Y
IDCJAC0010,86077,1984,9,3,18.3,1,Y
IDCJAC0010,86077,1984,9,4,13.4,1,Y
IDCJAC0010,86077,1984,9,5,13.7,1,Y
IDCJAC0010,86077,1984,9,6,16.2,1,Y
IDCJAC0010,86077,1984,9,7,18.2,1,Y
IDCJAC0010,86077,1984,9,8,14.8,1,Y
IDCJAC0010,86077,1984,9,9,16.6,1,Y
IDCJAC0010,86077,1984,9,10,21.8,1,Y
IDCJAC0010,86077,1984,9,11,12,1,Y
IDCJAC0010,86077,1984,9,12,14.1,1,Y
IDCJAC0010,86077,1984,9,13,14.4,1,Y
IDCJAC0010,86077,1984,9,14,16.2,1,Y
IDCJAC0010,86077,1984,9,15,19,1,Y
IDCJAC0010,86077,1984,9,16,15.9,1,Y
IDCJAC0010,86077,1984,9,17,14.5,1,Y
IDCJAC0010,86077,1984,9,18,12.1,1,Y
IDCJAC0010,86077,1984,9,19,15.6,1,Y
IDCJAC0010,86077,1984,9,20,12.7,1,Y
IDCJAC0010,86077,1984,9,21,11.8,1,Y
IDCJAC0010,86077,1984,9,22,14.1,1,Y
IDCJAC0010,86077,1984,9,23,14.2,1,Y
IDCJAC0010,86077,1984,9,24,15.2,1,Y
IDCJAC0010,86077,1984,9,25,13.5,1,Y
IDCJAC0010,86077,1984,9,26,14.7,1,Y
IDCJAC0010,86077,1984,9,27,15.4,1,Y
IDCJAC0010,86077,1984,9,28,12.6,1,Y
IDCJAC0010,86077,1984,9,29,12.1,1,Y
IDCJAC0010,86077,1984,9,30,13.6,1,Y
IDCJAC0010,86077,1984,10,1,19.5,1,Y
IDCJAC0010,86077,1984,10,2,23.3,1,Y
IDCJAC0010,86077,1984,10,3,19.9,1,Y
IDCJAC0010,86077,1984,10,4,17.7,1,Y
IDCJAC0010,86077,1984,10,5,17.6,1,Y
IDCJAC0010,86077,1984,10,6,18.7,1,Y
IDCJAC0010,86077,1984,10,7,23.7,1,Y
IDCJAC0010,86077,1984,10,8,26.8,1,Y
IDCJAC0010,86077,1984,10,9,21.5,1,Y
IDCJAC0010,86077,1984,10,10,16.7,1,Y
IDCJAC0010,86077,1984,10,11,18.8,1,Y
IDCJAC0010,86077,1984,10,12,26.1,1,Y
IDCJAC0010,86077,1984,10,13,17.7,1,Y
IDCJAC0010,86077,1984,10,14,17.5,1,Y
IDCJAC0010,86077,1984,10,15,19.7,1,Y
IDCJAC0010,86077,1984,10,16,11.7,1,Y
IDCJAC0010,86077,1984,10,17,12.5,1,Y
IDCJAC0010,86077,1984,10,18,14.4,1,Y
IDCJAC0010,86077,1984,10,19,15.7,1,Y
IDCJAC0010,86077,1984,10,20,15.4,1,Y
IDCJAC0010,86077,1984,10,21,15.7,1,Y
IDCJAC0010,86077,1984,10,22,19.6,1,Y
IDCJAC0010,86077,1984,10,23,26.2,1,Y
IDCJAC0010,86077,1984,10,24,27.3,1,Y
IDCJAC0010,86077,1984,10,25,17.6,1,Y
IDCJAC0010,86077,1984,10,26,19.1,1,Y
IDCJAC0010,86077,1984,10,27,25.7,1,Y
IDCJAC0010,86077,1984,10,28,16.6,1,Y
IDCJAC0010,86077,1984,10,29,16,1,Y
IDCJAC0010,86077,1984,10,30,19.6,1,Y
IDCJAC0010,86077,1984,10,31,22,1,Y
IDCJAC0010,86077,1984,11,1,27.7,1,Y
IDCJAC0010,86077,1984,11,2,23.3,1,Y
IDCJAC0010,86077,1984,11,3,20,1,Y
IDCJAC0010,86077,1984,11,4,15.4,1,Y
IDCJAC0010,86077,1984,11,5,16.2,1,Y
IDCJAC0010,86077,1984,11,6,21,1,Y
IDCJAC0010,86077,1984,11,7,23.9,1,Y
IDCJAC0010,86077,1984,11,8,27.9,1,Y
IDCJAC0010,86077,1984,11,9,31.6,1,Y
IDCJAC0010,86077,1984,11,10,26.4,1,Y
IDCJAC0010,86077,1984,11,11,19,1,Y
IDCJAC0010,86077,1984,11,12,18.6,1,Y
IDCJAC0010,86077,1984,11,13,15.3,1,Y
IDCJAC0010,86077,1984,11,14,17.7,1,Y
IDCJAC0010,86077,1984,11,15,17.2,1,Y
IDCJAC0010,86077,1984,11,16,28,1,Y
IDCJAC0010,86077,1984,11,17,25,1,Y
IDCJAC0010,86077,1984,11,18,30.3,1,Y
IDCJAC0010,86077,1984,11,19,27.6,1,Y
IDCJAC0010,86077,1984,11,20,22.1,1,Y
IDCJAC0010,86077,1984,11,21,21.2,1,Y
IDCJAC0010,86077,1984,11,22,16,1,Y
IDCJAC0010,86077,1984,11,23,14.6,1,Y
IDCJAC0010,86077,1984,11,24,17.8,1,Y
IDCJAC0010,86077,1984,11,25,27,1,Y
IDCJAC0010,86077,1984,11,26,32.4,1,Y
IDCJAC0010,86077,1984,11,27,27.1,1,Y
IDCJAC0010,86077,1984,11,28,20.8,1,Y
IDCJAC0010,86077,1984,11,29,20,1,Y
IDCJAC0010,86077,1984,11,30,18.4,1,Y
IDCJAC0010,86077,1984,12,1,24.3,1,Y
IDCJAC0010,86077,1984,12,2,25.6,1,Y
IDCJAC0010,86077,1984,12,3,15.6,1,Y
IDCJAC0010,86077,1984,12,4,15,1,Y
IDCJAC0010,86077,1984,12,5,17,1,Y
IDCJAC0010,86077,1984,12,6,17,1,Y
IDCJAC0010,86077,1984,12,7,23.3,1,Y
IDCJAC0010,86077,1984,12,8,22.1,1,Y
IDCJAC0010,86077,1984,12,9,22.8,1,Y
IDCJAC0010,86077,1984,12,10,25.5,1,Y
IDCJAC0010,86077,1984,12,11,20.7,1,Y
IDCJAC0010,86077,1984,12,12,22.4,1,Y
IDCJAC0010,86077,1984,12,13,17,1,Y
IDCJAC0010,86077,1984,12,14,20.8,1,Y
IDCJAC0010,86077,1984,12,15,18.9,1,Y
IDCJAC0010,86077,1984,12,16,22.3,1,Y
IDCJAC0010,86077,1984,12,17,25,1,Y
IDCJAC0010,86077,1984,12,18,21.5,1,Y
IDCJAC0010,86077,1984,12,19,23.8,1,Y
IDCJAC0010,86077,1984,12,20,18.6,1,Y
IDCJAC0010,86077,1984,12,21,20.8,1,Y
IDCJAC0010,86077,1984,12,22,21.2,1,Y
IDCJAC0010,86077,1984,12,23,26.5,1,Y
IDCJAC0010,86077,1984,12,24,28.8,1,Y
IDCJAC0010,86077,1984,12,25,27.3,1,Y
IDCJAC0010,86077,1984,12,26,20,1,Y
IDCJAC0010,86077,1984,12,27,23,1,Y
IDCJAC0010,86077,1984,12,28,23,1,Y
IDCJAC0010,86077,1984,12,29,26.7,1,Y
IDCJAC0010,86077,1984,12,30,30.4,1,Y
IDCJAC0010,86077,1984,12,31,25.8,1,Y
