country_or_area,year,value,category
Australia,2014,393126.947,CO2 Emissions
Australia,2013,396913.9365,CO2 Emissions
Australia,2012,406462.8477,CO2 Emissions
Australia,2011,403705.5283,CO2 Emissions
Australia,2010,406200.9932,CO2 Emissions
Australia,2009,408448.479,CO2 Emissions
Australia,2008,404237.8282,CO2 Emissions
Australia,2007,398816.4535,CO2 Emissions
Australia,2006,391134.1009,CO2 Emissions
Australia,2005,385581.1328,CO2 Emissions
Australia,2004,381519.2616,CO2 Emissions
Australia,2003,368345.9774,CO2 Emissions
Australia,2002,361861.3879,CO2 Emissions
Australia,2001,357653.3299,CO2 Emissions
Australia,2000,349885.4331,CO2 Emissions
Australia,1999,343713.9069,CO2 Emissions
Australia,1998,334328.1426,CO2 Emissions
Australia,1997,320439.1168,CO2 Emissions
Australia,1996,311914.8198,CO2 Emissions
Australia,1995,305162.5435,CO2 Emissions
Australia,1994,293830.7091,CO2 Emissions
Australia,1993,289142.2677,CO2 Emissions
Australia,1992,284766.0927,CO2 Emissions
Australia,1991,279741.639,CO2 Emissions
Australia,1990,278265.8989,CO2 Emissions
Austria,2014,64262.56399,CO2 Emissions
Austria,2013,67957.12111,CO2 Emissions
Austria,2012,67698.65863,CO2 Emissions
Austria,2011,70327.16704,CO2 Emissions
Austria,2010,72531.82613,CO2 Emissions
Austria,2009,67682.72515,CO2 Emissions
Austria,2008,74066.25579,CO2 Emissions
Austria,2007,74268.11072,CO2 Emissions
Austria,2006,76934.95153,CO2 Emissions
Austria,2005,79588.50188,CO2 Emissions
Austria,2004,78388.99743,CO2 Emissions
Austria,2003,78023.9539,CO2 Emissions
Austria,2002,72126.59144,CO2 Emissions
Austria,2001,70299.47115,CO2 Emissions
Austria,2000,66274.74325,CO2 Emissions
Austria,1999,65660.13364,CO2 Emissions
Austria,1998,67047.25067,CO2 Emissions
Austria,1997,67455.89273,CO2 Emissions
Austria,1996,67667.2627,CO2 Emissions
Austria,1995,64202.15922,CO2 Emissions
Austria,1994,61189.1025,CO2 Emissions
Austria,1993,60790.75772,CO2 Emissions
Austria,1992,60432.24934,CO2 Emissions
Austria,1991,65903.51331,CO2 Emissions
Austria,1990,62297.16557,CO2 Emissions
Belarus,2014,60615.64573,CO2 Emissions
Belarus,2013,61510.98715,CO2 Emissions
Belarus,2012,60636.85139,CO2 Emissions
Belarus,2011,61128.40059,CO2 Emissions
Belarus,2010,61632.4927,CO2 Emissions
Belarus,2009,59596.20538,CO2 Emissions
Belarus,2008,63846.10379,CO2 Emissions
Belarus,2007,61563.88173,CO2 Emissions
Belarus,2006,62229.39888,CO2 Emissions
Belarus,2005,59664.73908,CO2 Emissions
Belarus,2004,58457.64762,CO2 Emissions
Belarus,2003,54845.14584,CO2 Emissions
Belarus,2002,53843.70442,CO2 Emissions
Belarus,2001,53783.84767,CO2 Emissions
Belarus,2000,53686.85749,CO2 Emissions
Belarus,1999,55033.95212,CO2 Emissions
Belarus,1998,57426.32958,CO2 Emissions
Belarus,1997,60971.81631,CO2 Emissions
Belarus,1996,57251.3557,CO2 Emissions
Belarus,1995,56005.93938,CO2 Emissions
Belarus,1994,62402.27908,CO2 Emissions
Belarus,1993,75551.75529,CO2 Emissions
Belarus,1992,87060.81029,CO2 Emissions
Belarus,1991,93649.16614,CO2 Emissions
Belarus,1990,100438.0951,CO2 Emissions
Belgium,2014,96325.41318,CO2 Emissions
Belgium,2013,101744.7367,CO2 Emissions
Belgium,2012,100931.5956,CO2 Emissions
Belgium,2011,104945.7138,CO2 Emissions
Belgium,2010,114155.3867,CO2 Emissions
Belgium,2009,107282.5435,CO2 Emissions
Belgium,2008,120362.6098,CO2 Emissions
Belgium,2007,118027.4086,CO2 Emissions
Belgium,2006,122319.5938,CO2 Emissions
Belgium,2005,125118.0165,CO2 Emissions
Belgium,2004,128640.4835,CO2 Emissions
Belgium,2003,127523.9897,CO2 Emissions
Belgium,2002,126015.1947,CO2 Emissions
Belgium,2001,125649.3705,CO2 Emissions
Belgium,2000,126315.2099,CO2 Emissions
Belgium,1999,124208.0718,CO2 Emissions
Belgium,1998,129737.09,CO2 Emissions
Belgium,1997,123495.7428,CO2 Emissions
Belgium,1996,129010.4717,CO2 Emissions
Belgium,1995,125519.442,CO2 Emissions
Belgium,1994,124426.8857,CO2 Emissions
Belgium,1993,121156.965,CO2 Emissions
Belgium,1992,122217.9195,CO2 Emissions
Belgium,1991,123130.6529,CO2 Emissions
Belgium,1990,119982.5034,CO2 Emissions
Bulgaria,2014,45139.95529,CO2 Emissions
Bulgaria,2013,42534.9272,CO2 Emissions
Bulgaria,2012,48117.55608,CO2 Emissions
Bulgaria,2011,53020.98112,CO2 Emissions
Bulgaria,2010,47678.64896,CO2 Emissions
Bulgaria,2009,45487.87355,CO2 Emissions
Bulgaria,2008,53655.14017,CO2 Emissions
Bulgaria,2007,55184.4241,CO2 Emissions
Bulgaria,2006,51446.28294,CO2 Emissions
Bulgaria,2005,50191.11606,CO2 Emissions
Bulgaria,2004,49170.33769,CO2 Emissions
Bulgaria,2003,49971.15158,CO2 Emissions
Bulgaria,2002,45786.29472,CO2 Emissions
Bulgaria,2001,48568.91783,CO2 Emissions
Bulgaria,2000,44896.67055,CO2 Emissions
Bulgaria,1999,45751.7891,CO2 Emissions
Bulgaria,1998,52143.35677,CO2 Emissions
Bulgaria,1997,54790.13416,CO2 Emissions
Bulgaria,1996,57581.19476,CO2 Emissions
Bulgaria,1995,57221.60629,CO2 Emissions
Bulgaria,1994,55649.08132,CO2 Emissions
Bulgaria,1993,57203.93552,CO2 Emissions
Bulgaria,1992,56551.59357,CO2 Emissions
Bulgaria,1991,59769.3415,CO2 Emissions
Bulgaria,1990,78197.88126,CO2 Emissions
Canada,2014,574099.7755,CO2 Emissions
Canada,2013,573094.0388,CO2 Emissions
Canada,2012,563423.6132,CO2 Emissions
Canada,2011,558152.7229,CO2 Emissions
Canada,2010,555003.7603,CO2 Emissions
Canada,2009,542829.4589,CO2 Emissions
Canada,2008,577444.9302,CO2 Emissions
Canada,2007,596041.322,CO2 Emissions
Canada,2006,573479.2697,CO2 Emissions
Canada,2005,579225.3357,CO2 Emissions
Canada,2004,585414.8606,CO2 Emissions
Canada,2003,587306.6785,CO2 Emissions
Canada,2002,569862.1456,CO2 Emissions
Canada,2001,564617.0203,CO2 Emissions
Canada,2000,572290.3855,CO2 Emissions
Canada,1999,550183.0634,CO2 Emissions
Canada,1998,533794.4536,CO2 Emissions
Canada,1997,525120.0112,CO2 Emissions
Canada,1996,510619.6822,CO2 Emissions
Canada,1995,497224.8369,CO2 Emissions
Canada,1994,482691.6713,CO2 Emissions
Canada,1993,467607.2372,CO2 Emissions
Canada,1992,468546.4589,CO2 Emissions
Canada,1991,454246.1379,CO2 Emissions
Canada,1990,463493.3324,CO2 Emissions
Croatia,2014,17607.32241,CO2 Emissions
Croatia,2013,18359.49984,CO2 Emissions
Croatia,2012,18776.38135,CO2 Emissions
Croatia,2011,20614.44047,CO2 Emissions
Croatia,2010,21183.70931,CO2 Emissions
Croatia,2009,21965.63527,CO2 Emissions
Croatia,2008,23715.38432,CO2 Emissions
Croatia,2007,24955.37593,CO2 Emissions
Croatia,2006,23684.93503,CO2 Emissions
Croatia,2005,23451.84585,CO2 Emissions
Croatia,2004,23005.23485,CO2 Emissions
Croatia,2003,23355.2211,CO2 Emissions
Croatia,2002,22031.12667,CO2 Emissions
Croatia,2001,20943.10996,CO2 Emissions
Croatia,2000,19789.12175,CO2 Emissions
Croatia,1999,20215.65323,CO2 Emissions
Croatia,1998,19372.3876,CO2 Emissions
Croatia,1997,18666.46698,CO2 Emissions
Croatia,1996,17587.89846,CO2 Emissions
Croatia,1995,16992.80042,CO2 Emissions
Croatia,1994,16342.18188,CO2 Emissions
Croatia,1993,17081.22802,CO2 Emissions
Croatia,1992,16607.13448,CO2 Emissions
Croatia,1991,17268.91035,CO2 Emissions
Croatia,1990,23390.07521,CO2 Emissions
Cyprus,2014,6878.555309,CO2 Emissions
Cyprus,2013,6449.610812,CO2 Emissions
Cyprus,2012,7160.971876,CO2 Emissions
Cyprus,2011,7696.667805,CO2 Emissions
Cyprus,2010,8004.912021,CO2 Emissions
Cyprus,2009,8372.396592,CO2 Emissions
Cyprus,2008,8620.395582,CO2 Emissions
Cyprus,2007,8458.664261,CO2 Emissions
Cyprus,2006,8152.492308,CO2 Emissions
Cyprus,2005,7961.983989,CO2 Emissions
Cyprus,2004,7776.909405,CO2 Emissions
Cyprus,2003,7550.081928,CO2 Emissions
Cyprus,2002,7160.388458,CO2 Emissions
Cyprus,2001,6969.466176,CO2 Emissions
Cyprus,2000,7095.964385,CO2 Emissions
Cyprus,1999,6847.659116,CO2 Emissions
Cyprus,1998,6580.29615,CO2 Emissions
Cyprus,1997,6287.031657,CO2 Emissions
Cyprus,1996,6156.132134,CO2 Emissions
Cyprus,1995,5848.043785,CO2 Emissions
Cyprus,1994,5977.257105,CO2 Emissions
Cyprus,1993,5733.674102,CO2 Emissions
Cyprus,1992,5482.97487,CO2 Emissions
Cyprus,1991,5107.082887,CO2 Emissions
Cyprus,1990,4621.007177,CO2 Emissions
Czech Republic,2014,101159.1222,CO2 Emissions
Czech Republic,2013,106477.0887,CO2 Emissions
Czech Republic,2012,109841.3289,CO2 Emissions
Czech Republic,2011,114113.1467,CO2 Emissions
Czech Republic,2010,115757.3686,CO2 Emissions
Czech Republic,2009,113970.0292,CO2 Emissions
Czech Republic,2008,121780.7163,CO2 Emissions
Czech Republic,2007,126933.163,CO2 Emissions
Czech Republic,2006,125923.4024,CO2 Emissions
Czech Republic,2005,124590.1379,CO2 Emissions
Czech Republic,2004,126876.9162,CO2 Emissions
Czech Republic,2003,126151.6488,CO2 Emissions
Czech Republic,2002,122593.4001,CO2 Emissions
Czech Republic,2001,125541.5365,CO2 Emissions
Czech Republic,2000,125841.9693,CO2 Emissions
Czech Republic,1999,115475.26,CO2 Emissions
Czech Republic,1998,123696.5173,CO2 Emissions
Czech Republic,1997,128732.6387,CO2 Emissions
Czech Republic,1996,132234.0718,CO2 Emissions
Czech Republic,1995,129767.1664,CO2 Emissions
Czech Republic,1994,129188.7341,CO2 Emissions
Czech Republic,1993,135588.5656,CO2 Emissions
Czech Republic,1992,141565.7197,CO2 Emissions
Czech Republic,1991,146047.3396,CO2 Emissions
Czech Republic,1990,161662.0189,CO2 Emissions
Denmark,2014,37460.65646,CO2 Emissions
Denmark,2013,41537.03581,CO2 Emissions
Denmark,2012,39524.40203,CO2 Emissions
Denmark,2011,43970.78926,CO2 Emissions
Denmark,2010,48993.41738,CO2 Emissions
Denmark,2009,48592.21139,CO2 Emissions
Denmark,2008,50935.67153,CO2 Emissions
Denmark,2007,54429.08517,CO2 Emissions
Denmark,2006,59162.49963,CO2 Emissions
Denmark,2005,51307.24452,CO2 Emissions
Denmark,2004,54916.91056,CO2 Emissions
Denmark,2003,60493.96172,CO2 Emissions
Denmark,2002,55339.6717,CO2 Emissions
Denmark,2001,55845.14718,CO2 Emissions
Denmark,2000,54148.90497,CO2 Emissions
Denmark,1999,58456.41582,CO2 Emissions
Denmark,1998,61117.34163,CO2 Emissions
Denmark,1997,65457.83484,CO2 Emissions
Denmark,1996,75110.84099,CO2 Emissions
Denmark,1995,61914.16101,CO2 Emissions
Denmark,1994,64988.7809,CO2 Emissions
Denmark,1993,61038.67124,CO2 Emissions
Denmark,1992,58960.31152,CO2 Emissions
Denmark,1991,64874.81386,CO2 Emissions
Denmark,1990,54306.43334,CO2 Emissions
Estonia,2014,18918.71534,CO2 Emissions
Estonia,2013,19566.36837,CO2 Emissions
Estonia,2012,17304.63723,CO2 Emissions
Estonia,2011,18449.93086,CO2 Emissions
Estonia,2010,17833.77961,CO2 Emissions
Estonia,2009,14153.00516,CO2 Emissions
Estonia,2008,17264.52003,CO2 Emissions
Estonia,2007,18755.64793,CO2 Emissions
Estonia,2006,15719.52893,CO2 Emissions
Estonia,2005,16330.73383,CO2 Emissions
Estonia,2004,17055.07425,CO2 Emissions
Estonia,2003,16833.21429,CO2 Emissions
Estonia,2002,15020.28415,CO2 Emissions
Estonia,2001,15493.86099,CO2 Emissions
Estonia,2000,15141.38772,CO2 Emissions
Estonia,1999,15518.49062,CO2 Emissions
Estonia,1998,16684.30315,CO2 Emissions
Estonia,1997,18223.60427,CO2 Emissions
Estonia,1996,18666.13597,CO2 Emissions
Estonia,1995,17953.73597,CO2 Emissions
Estonia,1994,19626.44594,CO2 Emissions
Estonia,1993,18810.96392,CO2 Emissions
Estonia,1992,24187.82758,CO2 Emissions
Estonia,1991,33662.37251,CO2 Emissions
Estonia,1990,36666.0273,CO2 Emissions
Finland,2014,47597.73353,CO2 Emissions
Finland,2013,51834.69674,CO2 Emissions
Finland,2012,50983.27288,CO2 Emissions
Finland,2011,56478.74559,CO2 Emissions
Finland,2010,63828.01823,CO2 Emissions
Finland,2009,55635.58277,CO2 Emissions
Finland,2008,58461.63302,CO2 Emissions
Finland,2007,66531.72081,CO2 Emissions
Finland,2006,68201.906,CO2 Emissions
Finland,2005,56912.31489,CO2 Emissions
Finland,2004,68821.81289,CO2 Emissions
Finland,2003,72522.59019,CO2 Emissions
Finland,2002,64946.46821,CO2 Emissions
Finland,2001,62442.64007,CO2 Emissions
Finland,2000,56973.35053,CO2 Emissions
Finland,1999,58872.9308,CO2 Emissions
Finland,1998,59351.49815,CO2 Emissions
Finland,1997,62698.08679,CO2 Emissions
Finland,1996,64038.9222,CO2 Emissions
Finland,1995,58126.24754,CO2 Emissions
Finland,1994,61696.38533,CO2 Emissions
Finland,1993,56333.26799,CO2 Emissions
Finland,1992,54264.37931,CO2 Emissions
Finland,1991,55187.17945,CO2 Emissions
Finland,1990,56950.84818,CO2 Emissions
France,2014,341152.5315,CO2 Emissions
France,2013,369985.5945,CO2 Emissions
France,2012,370491.1537,CO2 Emissions
France,2011,368183.4384,CO2 Emissions
France,2010,394235.6741,CO2 Emissions
France,2009,383957.6243,CO2 Emissions
France,2008,401878.8647,CO2 Emissions
France,2007,408508.5899,CO2 Emissions
France,2006,417662.6789,CO2 Emissions
France,2005,428557.6102,CO2 Emissions
France,2004,423168.6361,CO2 Emissions
France,2003,422312.8845,CO2 Emissions
France,2002,413569.2479,CO2 Emissions
France,2001,417864.7056,CO2 Emissions
France,2000,417116.5447,CO2 Emissions
France,1999,420506.322,CO2 Emissions
France,1998,429051.4999,CO2 Emissions
France,1997,407475.1118,CO2 Emissions
France,1996,414013.0701,CO2 Emissions
France,1995,401571.2255,CO2 Emissions
France,1994,394536.9624,CO2 Emissions
France,1993,394334.8338,CO2 Emissions
France,1992,414955.0768,CO2 Emissions
France,1991,425042.9207,CO2 Emissions
France,1990,400652.624,CO2 Emissions
Germany,2014,792902.788,CO2 Emissions
Germany,2013,835792.6323,CO2 Emissions
Germany,2012,817031.4402,CO2 Emissions
Germany,2011,812483.2196,CO2 Emissions
Germany,2010,832259.2033,CO2 Emissions
Germany,2009,788422.4379,CO2 Emissions
Germany,2008,853229.9408,CO2 Emissions
Germany,2007,850795.7208,CO2 Emissions
Germany,2006,877422.4569,CO2 Emissions
Germany,2005,865958.5134,CO2 Emissions
Germany,2004,886344.6297,CO2 Emissions
Germany,2003,900377.5854,CO2 Emissions
Germany,2002,899161.5674,CO2 Emissions
Germany,2001,915634.4396,CO2 Emissions
Germany,2000,899284.9934,CO2 Emissions
Germany,1999,895336.7862,CO2 Emissions
Germany,1998,922778.54,CO2 Emissions
Germany,1997,930768.5605,CO2 Emissions
Germany,1996,958368.7247,CO2 Emissions
Germany,1995,938148.0931,CO2 Emissions
Germany,1994,939207.3282,CO2 Emissions
Germany,1993,955977.5994,CO2 Emissions
Germany,1992,965790.8353,CO2 Emissions
Germany,1991,1014119.72,CO2 Emissions
Germany,1990,1052238.234,CO2 Emissions
Greece,2014,79628.2744,CO2 Emissions
Greece,2013,82910.62596,CO2 Emissions
Greece,2012,90710.57425,CO2 Emissions
Greece,2011,94102.94398,CO2 Emissions
Greece,2010,97035.08276,CO2 Emissions
Greece,2009,103969.7843,CO2 Emissions
Greece,2008,110255.7655,CO2 Emissions
Greece,2007,114127.5543,CO2 Emissions
Greece,2006,111777.7437,CO2 Emissions
Greece,2005,113219.8224,CO2 Emissions
Greece,2004,109571.0609,CO2 Emissions
Greece,2003,109126.5676,CO2 Emissions
Greece,2002,105051.4662,CO2 Emissions
Greece,2001,105407.3076,CO2 Emissions
Greece,2000,103019.6647,CO2 Emissions
Greece,1999,97979.77835,CO2 Emissions
Greece,1998,98663.19416,CO2 Emissions
Greece,1997,93839.86992,CO2 Emissions
Greece,1996,89134.4254,CO2 Emissions
Greece,1995,86980.64577,CO2 Emissions
Greece,1994,86425.85651,CO2 Emissions
Greece,1993,84263.0079,CO2 Emissions
Greece,1992,84949.02583,CO2 Emissions
Greece,1991,83390.35468,CO2 Emissions
Greece,1990,83403.72,CO2 Emissions
Hungary,2014,43573.40884,CO2 Emissions
Hungary,2013,43930.87818,CO2 Emissions
Hungary,2012,46774.94485,CO2 Emissions
Hungary,2011,50272.8651,CO2 Emissions
Hungary,2010,52108.89276,CO2 Emissions
Hungary,2009,51630.69002,CO2 Emissions
Hungary,2008,57325.16233,CO2 Emissions
Hungary,2007,58419.03917,CO2 Emissions
Hungary,2006,59751.73108,CO2 Emissions
Hungary,2005,60329.50501,CO2 Emissions
Hungary,2004,60231.66198,CO2 Emissions
Hungary,2003,61766.8396,CO2 Emissions
Hungary,2002,58968.22777,CO2 Emissions
Hungary,2001,59995.73448,CO2 Emissions
Hungary,2000,58336.80706,CO2 Emissions
Hungary,1999,61593.14102,CO2 Emissions
Hungary,1998,61087.76379,CO2 Emissions
Hungary,1997,61549.91246,CO2 Emissions
Hungary,1996,62950.25321,CO2 Emissions
Hungary,1995,61354.46202,CO2 Emissions
Hungary,1994,61568.37459,CO2 Emissions
Hungary,1993,63174.97837,CO2 Emissions
Hungary,1992,62050.1264,CO2 Emissions
Hungary,1991,69392.72564,CO2 Emissions
Hungary,1990,73115.19863,CO2 Emissions
Iceland,2014,3272.208233,CO2 Emissions
Iceland,2013,3301.796314,CO2 Emissions
Iceland,2012,3290.576431,CO2 Emissions
Iceland,2011,3298.56769,CO2 Emissions
Iceland,2010,3383.552219,CO2 Emissions
Iceland,2009,3521.89071,CO2 Emissions
Iceland,2008,3567.20926,CO2 Emissions
Iceland,2007,3236.895337,CO2 Emissions
Iceland,2006,2939.276597,CO2 Emissions
Iceland,2005,2797.314592,CO2 Emissions
Iceland,2004,2837.029011,CO2 Emissions
Iceland,2003,2792.723132,CO2 Emissions
Iceland,2002,2795.907312,CO2 Emissions
Iceland,2001,2710.294727,CO2 Emissions
Iceland,2000,2728.937485,CO2 Emissions
Iceland,1999,2655.394725,CO2 Emissions
Iceland,1998,2450.234263,CO2 Emissions
Iceland,1997,2450.24392,CO2 Emissions
Iceland,1996,2385.913826,CO2 Emissions
Iceland,1995,2299.613655,CO2 Emissions
Iceland,1994,2248.368953,CO2 Emissions
Iceland,1993,2294.504644,CO2 Emissions
Iceland,1992,2172.619363,CO2 Emissions
Iceland,1991,2042.936976,CO2 Emissions
Iceland,1990,2106.026068,CO2 Emissions
Ireland,2014,36559.06858,CO2 Emissions
Ireland,2013,37049.42383,CO2 Emissions
Ireland,2012,38031.61872,CO2 Emissions
Ireland,2011,37895.19543,CO2 Emissions
Ireland,2010,41558.27509,CO2 Emissions
Ireland,2009,41996.32468,CO2 Emissions
Ireland,2008,47175.54027,CO2 Emissions
Ireland,2007,47493.12668,CO2 Emissions
Ireland,2006,47405.96673,CO2 Emissions
Ireland,2005,47952.20439,CO2 Emissions
Ireland,2004,46042.40225,CO2 Emissions
Ireland,2003,45554.32252,CO2 Emissions
Ireland,2002,45952.73017,CO2 Emissions
Ireland,2001,47482.72078,CO2 Emissions
Ireland,2000,45123.33544,CO2 Emissions
Ireland,1999,42302.08786,CO2 Emissions
Ireland,1998,40572.17586,CO2 Emissions
Ireland,1997,38675.59402,CO2 Emissions
Ireland,1996,37335.10811,CO2 Emissions
Ireland,1995,35718.74856,CO2 Emissions
Ireland,1994,34696.48573,CO2 Emissions
Ireland,1993,33574.97174,CO2 Emissions
Ireland,1992,33344.10238,CO2 Emissions
Ireland,1991,33508.44202,CO2 Emissions
Ireland,1990,32768.52676,CO2 Emissions
Italy,2014,342826.6771,CO2 Emissions
Italy,2013,362063.6493,CO2 Emissions
Italy,2012,389340.7634,CO2 Emissions
Italy,2011,416499.5342,CO2 Emissions
Italy,2010,428879.6812,CO2 Emissions
Italy,2009,418881.0769,CO2 Emissions
Italy,2008,467933.5932,CO2 Emissions
Italy,2007,478237.7112,CO2 Emissions
Italy,2006,486594.0666,CO2 Emissions
Italy,2005,490914.2629,CO2 Emissions
Italy,2004,492746.2556,CO2 Emissions
Italy,2003,489595.5081,CO2 Emissions
Italy,2002,473504.0592,CO2 Emissions
Italy,2001,471124.2767,CO2 Emissions
Italy,2000,465175.0734,CO2 Emissions
Italy,1999,459840.6423,CO2 Emissions
Italy,1998,454967.6332,CO2 Emissions
Italy,1997,444055.4335,CO2 Emissions
Italy,1996,440235.5072,CO2 Emissions
Italy,1995,447201.1688,CO2 Emissions
Italy,1994,421404.0999,CO2 Emissions
Italy,1993,429158.0092,CO2 Emissions
Italy,1992,435535.8351,CO2 Emissions
Italy,1991,435938.6139,CO2 Emissions
Italy,1990,436204.2499,CO2 Emissions
Japan,2014,1265490.609,CO2 Emissions
Japan,2013,1311509.149,CO2 Emissions
Japan,2012,1296186.358,CO2 Emissions
Japan,2011,1261862.938,CO2 Emissions
Japan,2010,1212970.225,CO2 Emissions
Japan,2009,1162606.192,CO2 Emissions
Japan,2008,1235455.81,CO2 Emissions
Japan,2007,1319799.194,CO2 Emissions
Japan,2006,1285177.837,CO2 Emissions
Japan,2005,1305938.824,CO2 Emissions
Japan,2004,1298433.888,CO2 Emissions
Japan,2003,1299490.609,CO2 Emissions
Japan,2002,1294399.198,CO2 Emissions
Japan,2001,1257384.56,CO2 Emissions
Japan,2000,1274297.988,CO2 Emissions
Japan,1999,1253082.147,CO2 Emissions
Japan,1998,1218257.762,CO2 Emissions
Japan,1997,1253057.307,CO2 Emissions
Japan,1996,1255264.198,CO2 Emissions
Japan,1995,1242494.022,CO2 Emissions
Japan,1994,1228936.691,CO2 Emissions
Japan,1993,1167714.718,CO2 Emissions
Japan,1992,1174619.006,CO2 Emissions
Japan,1991,1164474.346,CO2 Emissions
Japan,1990,1155993.62,CO2 Emissions
Latvia,2014,7158.718037,CO2 Emissions
Latvia,2013,7353.220444,CO2 Emissions
Latvia,2012,7521.122528,CO2 Emissions
Latvia,2011,7807.65941,CO2 Emissions
Latvia,2010,8524.087227,CO2 Emissions
Latvia,2009,7443.286011,CO2 Emissions
Latvia,2008,8184.971247,CO2 Emissions
Latvia,2007,8610.255397,CO2 Emissions
Latvia,2006,8289.206678,CO2 Emissions
Latvia,2005,7790.403932,CO2 Emissions
Latvia,2004,7709.460762,CO2 Emissions
Latvia,2003,7703.771508,CO2 Emissions
Latvia,2002,7508.743242,CO2 Emissions
Latvia,2001,7480.502607,CO2 Emissions
Latvia,2000,7069.94204,CO2 Emissions
Latvia,1999,7709.049993,CO2 Emissions
Latvia,1998,8300.595278,CO2 Emissions
Latvia,1997,8677.545811,CO2 Emissions
Latvia,1996,9216.383988,CO2 Emissions
Latvia,1995,9141.353517,CO2 Emissions
Latvia,1994,10399.14113,CO2 Emissions
Latvia,1993,11966.14551,CO2 Emissions
Latvia,1992,14244.65339,CO2 Emissions
Latvia,1991,18021.19524,CO2 Emissions
Latvia,1990,19794.29445,CO2 Emissions
Liechtenstein,2014,161.5418167,CO2 Emissions
Liechtenstein,2013,192.8644158,CO2 Emissions
Liechtenstein,2012,185.6324314,CO2 Emissions
Liechtenstein,2011,177.0880402,CO2 Emissions
Liechtenstein,2010,191.0475017,CO2 Emissions
Liechtenstein,2009,205.5905437,CO2 Emissions
Liechtenstein,2008,219.6989155,CO2 Emissions
Liechtenstein,2007,200.9201079,CO2 Emissions
Liechtenstein,2006,231.2173051,CO2 Emissions
Liechtenstein,2005,228.9703239,CO2 Emissions
Liechtenstein,2004,229.2963216,CO2 Emissions
Liechtenstein,2003,229.2658751,CO2 Emissions
Liechtenstein,2002,219.9472046,CO2 Emissions
Liechtenstein,2001,214.5853108,CO2 Emissions
Liechtenstein,2000,216.7504564,CO2 Emissions
Liechtenstein,1999,226.448838,CO2 Emissions
Liechtenstein,1998,229.1171039,CO2 Emissions
Liechtenstein,1997,218.2353729,CO2 Emissions
Liechtenstein,1996,205.8090896,CO2 Emissions
Liechtenstein,1995,204.0559204,CO2 Emissions
Liechtenstein,1994,200.961153,CO2 Emissions
Liechtenstein,1993,214.8676908,CO2 Emissions
Liechtenstein,1992,206.7760328,CO2 Emissions
Liechtenstein,1991,206.1467068,CO2 Emissions
Liechtenstein,1990,198.775112,CO2 Emissions
Lithuania,2014,12732.79886,CO2 Emissions
Lithuania,2013,12987.81753,CO2 Emissions
Lithuania,2012,13975.52321,CO2 Emissions
Lithuania,2011,13919.0155,CO2 Emissions
Lithuania,2010,13618.91266,CO2 Emissions
Lithuania,2009,12727.12004,CO2 Emissions
Lithuania,2008,14963.25472,CO2 Emissions
Lithuania,2007,15624.07634,CO2 Emissions
Lithuania,2006,14303.03268,CO2 Emissions
Lithuania,2005,13946.8843,CO2 Emissions
Lithuania,2004,13185.49337,CO2 Emissions
Lithuania,2003,12605.2382,CO2 Emissions
Lithuania,2002,12614.42501,CO2 Emissions
Lithuania,2001,12507.96668,CO2 Emissions
Lithuania,2000,11801.9649,CO2 Emissions
Lithuania,1999,13422.15115,CO2 Emissions
Lithuania,1998,15901.51757,CO2 Emissions
Lithuania,1997,15086.28576,CO2 Emissions
Lithuania,1996,15676.83103,CO2 Emissions
Lithuania,1995,15022.54413,CO2 Emissions
Lithuania,1994,15765.41476,CO2 Emissions
Lithuania,1993,16347.17183,CO2 Emissions
Lithuania,1992,21207.88739,CO2 Emissions
Lithuania,1991,37908.6125,CO2 Emissions
Lithuania,1990,35812.89368,CO2 Emissions
Luxembourg,2014,9826.253278,CO2 Emissions
Luxembourg,2013,10303.03961,CO2 Emissions
Luxembourg,2012,10872.06448,CO2 Emissions
Luxembourg,2011,11168.51167,CO2 Emissions
Luxembourg,2010,11285.02742,CO2 Emissions
Luxembourg,2009,10725.52213,CO2 Emissions
Luxembourg,2008,11245.87249,CO2 Emissions
Luxembourg,2007,11398.70592,CO2 Emissions
Luxembourg,2006,11995.82017,CO2 Emissions
Luxembourg,2005,12130.91379,CO2 Emissions
Luxembourg,2004,11871.10772,CO2 Emissions
Luxembourg,2003,10443.38322,CO2 Emissions
Luxembourg,2002,10068.14032,CO2 Emissions
Luxembourg,2001,9311.916127,CO2 Emissions
Luxembourg,2000,8798.182081,CO2 Emissions
Luxembourg,1999,7986.155881,CO2 Emissions
Luxembourg,1998,7619.36329,CO2 Emissions
Luxembourg,1997,8530.745345,CO2 Emissions
Luxembourg,1996,9217.190301,CO2 Emissions
Luxembourg,1995,9155.85265,CO2 Emissions
Luxembourg,1994,11560.57169,CO2 Emissions
Luxembourg,1993,12375.50708,CO2 Emissions
Luxembourg,1992,12253.57159,CO2 Emissions
Luxembourg,1991,12467.51319,CO2 Emissions
Luxembourg,1990,11944.00739,CO2 Emissions
Malta,2014,2483.536786,CO2 Emissions
Malta,2013,2476.074429,CO2 Emissions
Malta,2012,2868.638128,CO2 Emissions
Malta,2011,2785.896568,CO2 Emissions
Malta,2010,2690.518035,CO2 Emissions
Malta,2009,2684.521293,CO2 Emissions
Malta,2008,2822.406167,CO2 Emissions
Malta,2007,2831.642265,CO2 Emissions
Malta,2006,2776.314307,CO2 Emissions
